time,Router_3_load
0.0,0
0.1,0
0.2,0
0.30000000000000004,0
0.4,0
0.5,0
0.6,0
0.7,0
0.7999999999999999,0
0.8999999999999999,0
0.9999999999999999,0
1.0999999999999999,0
1.2,0
1.3,0
1.4000000000000001,0
1.5000000000000002,0
1.5002300000000002,1
1.6000000000000003,1
1.6000000000000003,0
1.6000000000000003,0
1.6161100000000004,0
1.7100750000000005,1
1.7161100000000005,1
1.7161100000000005,0
1.7161100000000005,0
1.7261700000000004,0
1.8201500000000006,1
1.8261700000000005,1
1.8261700000000005,0
1.8261700000000005,0
1.8302250000000007,1
1.8362300000000005,1
1.8362300000000005,0
1.8362300000000005,0
1.8462900000000004,0
1.9403000000000008,1
1.9462900000000005,1
1.9462900000000005,0
1.9462900000000005,0
1.9503750000000009,1
1.9563500000000005,1
1.9563500000000005,0
1.9563500000000005,0
1.960450000000001,1
1.9664100000000004,1
1.9664100000000004,0
1.9664100000000004,0
1.970525000000001,1
1.9764700000000004,1
1.9764700000000004,0
1.9764700000000004,0
1.980600000000001,1
1.9865300000000004,1
1.9865300000000004,0
1.9865300000000004,0
1.990675000000001,1
1.9965900000000003,1
1.9965900000000003,0
1.9965900000000003,0
2.000750000000001,1
2.0066500000000005,1
2.0066500000000005,0
2.0066500000000005,0
2.010825000000001,1
2.0167100000000007,1
2.0167100000000007,0
2.0167100000000007,0
2.020900000000001,1
2.026770000000001,1
2.026770000000001,0
2.026770000000001,0
2.030975000000001,1
2.036830000000001,1
2.036830000000001,0
2.036830000000001,0
2.041050000000001,1
2.046890000000001,1
2.046890000000001,0
2.046890000000001,0
2.051125000000001,1
2.0569500000000014,1
2.0569500000000014,0
2.0569500000000014,0
2.0612000000000013,1
2.0670100000000016,1
2.0670100000000016,0
2.0670100000000016,0
2.0712750000000013,1
2.0770700000000017,1
2.0770700000000017,0
2.0770700000000017,0
2.0813500000000014,1
2.087130000000002,1
2.087130000000002,0
2.087130000000002,0
2.0914250000000014,1
2.097190000000002,1
2.097190000000002,0
2.097190000000002,0
2.1015000000000015,1
2.1072500000000023,1
2.1072500000000023,0
2.1072500000000023,0
2.1115750000000015,1
2.1173100000000025,1
2.1173100000000025,0
2.1173100000000025,0
2.1216500000000016,1
2.1273700000000026,1
2.1273700000000026,0
2.1273700000000026,0
2.1317250000000016,1
2.137430000000003,1
2.137430000000003,0
2.137430000000003,0
2.1418000000000017,1
2.147490000000003,1
2.147490000000003,0
2.147490000000003,0
2.1518750000000018,1
2.157550000000003,1
2.157550000000003,0
2.157550000000003,0
2.161950000000002,1
2.1676100000000034,1
2.1676100000000034,0
2.1676100000000034,0
2.172025000000002,1
2.1776700000000035,1
2.1776700000000035,0
2.1776700000000035,0
2.182100000000002,1
2.1877300000000037,1
2.1877300000000037,0
2.1877300000000037,0
2.192175000000002,1
2.197790000000004,1
2.197790000000004,0
2.197790000000004,0
2.202250000000002,1
2.207850000000004,1
2.207850000000004,0
2.207850000000004,0
2.212325000000002,1
2.2179100000000043,1
2.2179100000000043,0
2.2179100000000043,0
2.222400000000002,1
2.2279700000000044,1
2.2279700000000044,0
2.2279700000000044,0
2.232475000000002,1
2.2380300000000046,1
2.2380300000000046,0
2.2380300000000046,0
2.2425500000000023,1
2.248090000000005,1
2.248090000000005,0
2.248090000000005,0
2.2526250000000023,1
2.258150000000005,1
2.258150000000005,0
2.258150000000005,0
2.2627000000000024,1
2.268210000000005,1
2.268210000000005,0
2.268210000000005,0
2.2727750000000024,1
2.2782700000000053,1
2.2782700000000053,0
2.2782700000000053,0
2.2828500000000025,1
2.2883300000000055,1
2.2883300000000055,0
2.2883300000000055,0
2.2929250000000025,1
2.2983900000000057,1
2.2983900000000057,0
2.2983900000000057,0
2.3030000000000026,1
2.308450000000006,1
2.308450000000006,0
2.308450000000006,0
2.3130750000000027,1
2.318510000000006,1
2.318510000000006,0
2.318510000000006,0
2.3231500000000027,1
2.3285700000000062,1
2.3285700000000062,0
2.3285700000000062,0
2.3332250000000028,1
2.3386300000000064,1
2.3386300000000064,0
2.3386300000000064,0
2.343300000000003,1
2.3486900000000066,1
2.3486900000000066,0
2.3486900000000066,0
2.353375000000003,1
2.358750000000007,1
2.358750000000007,0
2.358750000000007,0
2.363450000000003,1
2.368810000000007,1
2.368810000000007,0
2.368810000000007,0
2.373525000000003,1
2.378870000000007,1
2.378870000000007,0
2.378870000000007,0
2.383600000000003,1
2.3889300000000073,1
2.3889300000000073,0
2.3889300000000073,0
2.393675000000003,1
2.3989900000000075,1
2.3989900000000075,0
2.3989900000000075,0
2.403750000000003,1
2.4090500000000077,1
2.4090500000000077,0
2.4090500000000077,0
2.413825000000003,1
2.419110000000008,1
2.419110000000008,0
2.419110000000008,0
2.4239000000000033,1
2.4291200000000077,1
2.4291200000000077,0
2.4291200000000077,0
2.4339750000000033,1
2.4391300000000076,1
2.4391300000000076,0
2.4391300000000076,0
2.4440500000000034,1
2.4491300000000074,1
2.4491300000000074,0
2.4491300000000074,0
2.4541250000000034,1
2.459130000000007,1
2.459130000000007,0
2.459130000000007,0
2.4642000000000035,1
2.469130000000007,1
2.469130000000007,0
2.469130000000007,0
2.4742750000000036,1
2.4791300000000067,1
2.4791300000000067,0
2.4791300000000067,0
2.4843500000000036,1
2.4891300000000065,1
2.4891300000000065,0
2.4891300000000065,0
2.4944250000000037,1
2.4991300000000063,1
2.4991300000000063,0
2.4991300000000063,0
2.5045000000000037,1
2.509130000000006,1
2.509130000000006,0
2.509130000000006,0
2.514575000000004,1
2.519130000000006,1
2.519130000000006,0
2.519130000000006,0
2.524650000000004,1
2.5291300000000057,1
2.5291300000000057,0
2.5291300000000057,0
2.534725000000004,1
2.5391300000000054,1
2.5391300000000054,0
2.5391300000000054,0
2.544800000000004,1
2.5491300000000052,1
2.5491300000000052,0
2.5491300000000052,0
2.554875000000004,1
2.559130000000005,1
2.559130000000005,0
2.559130000000005,0
2.564950000000004,1
2.569130000000005,1
2.569130000000005,0
2.569130000000005,0
2.575025000000004,1
2.5791300000000046,1
2.5791300000000046,0
2.5791300000000046,0
2.585100000000004,1
2.5891300000000044,1
2.5891300000000044,0
2.5891300000000044,0
2.5951750000000042,1
2.599130000000004,1
2.599130000000004,0
2.599130000000004,0
2.6052500000000043,1
2.609130000000004,1
2.609130000000004,0
2.609130000000004,0
2.6153250000000043,1
2.6191300000000037,1
2.6191300000000037,0
2.6191300000000037,0
2.6254000000000044,1
2.6291300000000035,1
2.6291300000000035,0
2.6291300000000035,0
2.6354750000000045,1
2.6391300000000033,1
2.6391300000000033,0
2.6391300000000033,0
2.6455500000000045,1
2.649130000000003,1
2.649130000000003,0
2.649130000000003,0
2.6556250000000046,1
2.659130000000003,1
2.659130000000003,0
2.659130000000003,0
2.6657000000000046,1
2.6691300000000027,1
2.6691300000000027,0
2.6691300000000027,0
2.6757750000000047,1
2.6791300000000025,1
2.6791300000000025,0
2.6791300000000025,0
2.6858500000000047,1
2.6891300000000022,1
2.6891300000000022,0
2.6891300000000022,0
2.695925000000005,1
2.699130000000002,1
2.699130000000002,0
2.699130000000002,0
2.706000000000005,1
2.709130000000002,1
2.709130000000002,0
2.709130000000002,0
2.716075000000005,1
2.7191300000000016,1
2.7191300000000016,0
2.7191300000000016,0
2.726150000000005,1
2.7291300000000014,1
2.7291300000000014,0
2.7291300000000014,0
2.736225000000005,1
2.739130000000001,1
2.739130000000001,0
2.739130000000001,0
