time,Router_0_total_load,Router_1_total_load,Router_2_total_load
0.0,0.0,0.0,0.0
0.1,0.0,0.0,0.0
0.2,0.0,0.0,0.0
0.30000000000000004,0.0,0.0,0.0
0.4,0.0,0.0,0.0
0.5,1.0,0.0,0.0
0.6,1.0,0.0,0.0
0.62035,3.0,,
0.7,3.0,0.0,0.0
0.7024999999999999,2.0,,
0.7034999999999999,2.0,,
0.7203499999999999,3.0,,
0.7213799999999999,1.0,,
0.7214099999999999,3.0,,
0.7224099999999999,0.0,,
0.7999999999999999,0.0,0.0,0.0
0.8034999999999999,3.0,,
0.8059999999999998,2.0,,
0.8084999999999998,2.0,,
0.8224099999999999,3.0,,
0.8234399999999998,1.0,,
0.8234699999999998,3.0,,
0.8244999999999998,3.0,,
0.8245299999999998,4.0,,
0.8999999999999999,0.0,0.0,0.0
0.9084999999999998,7.0,,
0.9109999999999997,6.0,,
0.9134999999999996,5.0,,
0.9159999999999996,4.0,,
0.9184999999999995,4.0,,
0.9245299999999997,7.0,,
0.9255599999999997,1.0,,
0.9255899999999997,7.0,,
0.9266199999999997,3.0,,
0.9266499999999996,7.0,,
0.9276799999999996,5.0,,
0.9277099999999996,7.0,,
0.9287399999999996,7.0,,
0.9287699999999995,8.0,,
0.9999999999999999,0.0,0.0,0.0
1.0184999999999995,15.0,,
1.0209999999999995,14.0,,
1.0234999999999994,13.0,,
1.0259999999999994,12.0,,
1.0284999999999993,11.0,,
1.0287699999999995,7.0,,
1.0297999999999994,4.0,,
1.0298299999999994,10.0,,
1.0308599999999992,6.0,,
1.0308899999999992,10.0,,
1.0309999999999993,15.0,,
1.031919999999999,7.0,,
1.031949999999999,11.0,,
1.032979999999999,9.0,,
1.0330099999999989,11.0,,
1.0334999999999992,20.0,,
1.0340399999999987,10.0,,
1.0340699999999987,12.0,,
1.0350999999999986,12.0,,
1.0351299999999986,13.0,,
1.0359999999999991,26.0,,
1.038499999999999,25.0,,
1.040999999999999,24.0,,
1.043499999999999,23.0,,
1.045999999999999,22.0,,
1.0484999999999989,21.0,,
1.0509999999999988,20.0,,
1.0534999999999988,19.0,,
1.0559999999999987,18.0,,
1.0584999999999987,17.0,,
1.0609999999999986,16.0,,
1.0634999999999986,15.0,,
1.0659999999999985,14.0,,
1.0684999999999985,14.0,,
1.0999999999999999,0.0,0.0,0.0
1.1351299999999986,27.0,,
1.1361599999999985,1.0,,
1.1361899999999985,27.0,,
1.1372199999999983,3.0,,
1.1372499999999983,27.0,,
1.1382799999999982,5.0,,
1.1383099999999982,27.0,,
1.139339999999998,7.0,,
1.139369999999998,27.0,,
1.1403999999999979,9.0,,
1.1404299999999978,27.0,,
1.1414599999999977,11.0,,
1.1414899999999977,27.0,,
1.1425199999999975,13.0,,
1.1425499999999975,27.0,,
1.1435799999999974,15.0,,
1.1436099999999974,27.0,,
1.1446399999999972,17.0,,
1.1446699999999972,27.0,,
1.145699999999997,19.0,,
1.145729999999997,27.0,,
1.146759999999997,21.0,,
1.1467899999999969,27.0,,
1.1478199999999967,23.0,,
1.1478499999999967,27.0,,
1.1488799999999966,25.0,,
1.1489099999999965,27.0,,
1.1499399999999964,27.0,,
1.1499699999999964,28.0,,
1.1684999999999985,55.0,,
1.1709999999999985,54.0,,
1.1734999999999984,53.0,,
1.1759999999999984,52.0,,
1.1784999999999983,51.0,,
1.1809999999999983,50.0,,
1.1834999999999982,49.0,,
1.1859999999999982,48.0,,
1.1884999999999981,47.0,,
1.190999999999998,46.0,,
1.193499999999998,45.0,,
1.195999999999998,44.0,,
1.198499999999998,43.0,,
1.2,0.0,0.0,0.0
1.2009999999999978,42.0,,
1.2034999999999978,41.0,,
1.2059999999999977,40.0,,
1.2084999999999977,39.0,,
1.2109999999999976,38.0,,
1.2134999999999976,37.0,,
1.2159999999999975,36.0,,
1.2184999999999975,35.0,,
1.2209999999999974,34.0,,
1.2234999999999974,33.0,,
1.2259999999999973,32.0,,
1.2284999999999973,31.0,,
1.2309999999999972,30.0,,
1.2334999999999972,29.0,,
1.235999999999997,28.0,,
1.238499999999997,28.0,,
1.2499699999999965,55.0,,
1.2509999999999963,1.0,,
1.2510299999999963,55.0,,
1.2520599999999962,3.0,,
1.2520899999999962,55.0,,
1.253119999999996,5.0,,
1.253149999999996,55.0,,
1.2541799999999959,7.0,,
1.2542099999999958,55.0,,
1.2552399999999957,9.0,,
1.2552699999999957,55.0,,
1.2562999999999955,11.0,,
1.2563299999999955,55.0,,
1.2573599999999954,13.0,,
1.2573899999999953,55.0,,
1.2584199999999952,15.0,,
1.2584499999999952,55.0,,
1.259479999999995,17.0,,
1.259509999999995,55.0,,
1.2605399999999949,19.0,,
1.2605699999999949,55.0,,
1.2615999999999947,21.0,,
1.2616299999999947,55.0,,
1.2626599999999946,23.0,,
1.2626899999999945,55.0,,
1.2637199999999944,25.0,,
1.2637499999999944,55.0,,
1.2647799999999942,27.0,,
1.2648099999999942,55.0,,
1.265839999999994,29.0,,
1.265869999999994,55.0,,
1.266899999999994,31.0,,
1.266929999999994,55.0,,
1.2679599999999938,33.0,,
1.2679899999999937,55.0,,
1.2690199999999936,35.0,,
1.2690499999999936,55.0,,
1.2700799999999934,37.0,,
1.2701099999999934,55.0,,
1.2711399999999933,39.0,,
1.2711699999999932,55.0,,
1.2721999999999931,41.0,,
1.272229999999993,55.0,,
1.273259999999993,43.0,,
1.273289999999993,55.0,,
1.2743199999999928,45.0,,
1.2743499999999928,55.0,,
1.2753799999999926,47.0,,
1.2754099999999926,55.0,,
1.2764399999999925,49.0,,
1.2764699999999924,55.0,,
1.2774999999999923,51.0,,
1.2775299999999923,55.0,,
1.2785599999999921,53.0,,
1.2785899999999921,55.0,,
