all_processing_times,all_data_arrival_times
5.968,1.9519999999998596
5.041999999999998,1.8210000000001259
3.6260000000000048,1.7760000000000957
3.254000000000005,1.621999999999474
5.939999999999998,2.1929999999986762
5.429999999999993,1.9019999999977557
5.740000000000009,1.857999999995485
2.578000000000003,2.244999999993354
2.7280000000000086,1.785999999992697
5.2479999999999905,2.1219999999918286
5.126000000000005,2.0429999999904
4.027999999999999,2.2340000000000417
5.045999999999999,2.246000000000496
3.2620000000000005,2.231999999999985
4.210000000000001,2.3509999999992885
4.124000000000002,2.1999999999986812
5.293999999999997,1.780999999998528
3.0999999999999943,1.7209999999982415
2.3840000000000003,2.101000000000071
2.543999999999997,1.876999999998361
5.221999999999994,1.6013723734038763
3.6200000000000045,2.3689999999929228
2.780000000000001,2.167799999996504
3.4666666666666686,2.302299999990055
4.093333333333334,1.767418856104257
2.6866666666666674,2.14319999998753
3.0500000000000114,1.838299999986333
4.486666666666665,2.05850000000094
2.776666666666671,1.8237000000000876
5.929999999999993,2.474199999995605
2.6166666666666742,2.216777240506758
2.5900000000000034,2.0137000000005827
5.943333333333335,2.0077000000013925
4.43333333333333,2.225900000002234
2.923333333333332,2.2853999999968124
5.849999999999994,2.0506999999949755
4.4266666666666765,2.072199999992108
5.759999999999991,2.2685999999895614
5.9025,1.8546000000000271
4.015000000000001,2.4328000000004266
3.9962500000000034,2.183749999999108
5.441249999999997,3.48584999996109
3.623750000000001,2.405949999952526
5.344999999999999,2.160499999946296
2.4350000000000023,1.9805005861794882
5.287500000000001,2.226600000000083
5.1175,2.083350000000486
5.135000000000005,2.3232814056078155
4.1825000000000045,2.2840814056069547
5.451250000000002,2.2547314056064636
4.480000000000004,2.3984814056060344
2.073750000000004,2.018631405604964
3.2962499999999864,2.3215314055967724
5.405000000000001,2.618699999956192
2.0500000000000114,2.7631814055633015
5.743750000000006,2.1153814055512044
4.643749999999997,2.306999999999917
2.1912499999999966,2.2378499999992982
4.058750000000003,2.198599999999203
2.6912499999999966,2.099599999999157
